time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,tau_meas1,tau_meas2
0.000000000000000000e+00,7.087950110435485840e-01,6.611457467079162598e-01,-1.773902773857116699e-02,-1.516359299421310425e-01,8.460231870412826538e-02,3.067425452172756195e-02
2.000093460083007812e-03,7.088909149169921875e-01,6.615292429924011230e-01,6.674437783658504486e-03,1.835081428289413452e-01,8.429276198148727417e-02,3.121880069375038147e-02
4.000425338745117188e-03,7.088909149169921875e-01,6.615292429924011230e-01,6.674437783658504486e-03,1.835081428289413452e-01,8.429276198148727417e-02,3.121880069375038147e-02
6.000757217407226562e-03,7.083635926246643066e-01,6.607622504234313965e-01,-8.460565656423568726e-02,-2.928151190280914307e-01,-1.013787928968667984e-03,1.681412686593830585e-04
8.000850677490234375e-03,7.083635926246643066e-01,6.607622504234313965e-01,-2.617801129817962646e-01,-1.811347901821136475e-01,5.194589612074196339e-04,-4.102527745999395847e-04
1.000118255615234375e-02,7.070213556289672852e-01,6.603787541389465332e-01,-2.617801129817962646e-01,-1.811347901821136475e-01,5.194589612074196339e-04,-4.102527745999395847e-04
1.200127601623535156e-02,7.052477002143859863e-01,6.599952578544616699e-01,-4.379440248012542725e-01,-2.204988002777099609e-01,-6.564113732565601822e-07,-1.961753296200186014e-04
1.400136947631835938e-02,7.028028964996337891e-01,6.588447690010070801e-01,-6.409810781478881836e-01,-1.984627693891525269e-01,3.181807987857609987e-04,4.121188339922809973e-06
1.600146293640136719e-02,7.028028964996337891e-01,6.588447690010070801e-01,-6.409810781478881836e-01,-1.984627693891525269e-01,3.181807987857609987e-04,4.121188339922809973e-06
1.800179481506347656e-02,6.997829079627990723e-01,6.565437912940979004e-01,-8.319609165191650391e-01,-5.685261487960815430e-01,2.669366367626935244e-04,1.079819921869784594e-04
2.000188827514648438e-02,6.997829079627990723e-01,6.565437912940979004e-01,-1.119991302490234375e+00,-5.299071669578552246e-01,-6.891004741191864014e-04,3.496189310681074858e-04
2.200222015380859375e-02,6.956602931022644043e-01,6.546263098716735840e-01,-1.119991302490234375e+00,-5.299071669578552246e-01,-6.891004741191864014e-04,3.496189310681074858e-04
2.400255203247070312e-02,6.912980675697326660e-01,6.515583395957946777e-01,-1.295752882957458496e+00,-8.930325508117675781e-01,7.559860823675990105e-04,6.378530088113620877e-05
2.600264549255371094e-02,6.912980675697326660e-01,6.515583395957946777e-01,-1.553815722465515137e+00,-1.078589677810668945e+00,1.328791549894958735e-04,-2.667676308192312717e-04
2.800273895263671875e-02,6.858811974525451660e-01,6.484903693199157715e-01,-1.553815722465515137e+00,-1.078589677810668945e+00,1.328791549894958735e-04,-2.667676308192312717e-04
3.000330924987792969e-02,6.799370050430297852e-01,6.450389623641967773e-01,-1.793852448463439941e+00,-1.315698862075805664e+00,-2.273721765959635377e-04,5.265441723167896271e-04
3.200364112854003906e-02,6.799370050430297852e-01,6.450389623641967773e-01,-1.961485385894775391e+00,-9.668707251548767090e-01,2.612624375615268946e-04,5.038796225562691689e-04
3.400421142578125000e-02,6.735134720802307129e-01,6.427379846572875977e-01,-1.961485385894775391e+00,-9.668707251548767090e-01,2.612624375615268946e-04,5.038796225562691689e-04
3.600454330444335938e-02,6.661311984062194824e-01,6.381360292434692383e-01,-2.241015434265136719e+00,-1.246075391769409180e+00,5.193063407205045223e-04,4.168567247688770294e-04
3.800487518310546875e-02,6.581256985664367676e-01,6.327670812606811523e-01,-2.458470582962036133e+00,-1.627752780914306641e+00,1.913045161927584559e-05,-5.372560917749069631e-05
4.001855850219726562e-02,6.581256985664367676e-01,6.327670812606811523e-01,-2.458470582962036133e+00,-1.627752780914306641e+00,1.913045161927584559e-05,-5.372560917749069631e-05
4.201889038085937500e-02,6.502640843391418457e-01,6.277816295623779297e-01,-2.566305875778198242e+00,-1.694136261940002441e+00,8.267713710665702820e-04,2.630287490319460630e-04
4.401946067810058594e-02,6.410122513771057129e-01,6.216457486152648926e-01,-2.823075056076049805e+00,-1.947080731391906738e+00,1.036335379467345774e-04,3.979064931627362967e-04
4.601979255676269531e-02,6.410122513771057129e-01,6.216457486152648926e-01,-2.823075056076049805e+00,-1.947080731391906738e+00,1.036335379467345774e-04,3.979064931627362967e-04
4.802083969116210938e-02,6.319521665573120117e-01,6.147428154945373535e-01,-2.965745210647583008e+00,-2.418481111526489258e+00,3.733125631697475910e-04,1.586403523106127977e-04
5.002093315124511719e-02,6.216936707496643066e-01,6.082233786582946777e-01,-3.152859210968017578e+00,-2.280426263809204102e+00,3.261814999859780073e-04,-1.684706148807890713e-05
5.202102661132812500e-02,6.216936707496643066e-01,6.082233786582946777e-01,-3.152859210968017578e+00,-2.280426263809204102e+00,3.261814999859780073e-04,-1.684706148807890713e-05
5.402159690856933594e-02,6.113392710685729980e-01,6.001700162887573242e-01,-3.309198379516601562e+00,-2.468873262405395508e+00,-4.440047268872149289e-05,1.224145089508965611e-04
5.602169036865234375e-02,6.006493568420410156e-01,5.917330980300903320e-01,-3.473405361175537109e+00,-2.802789449691772461e+00,1.112881145672872663e-04,5.243519626674242318e-05
5.802202224731445312e-02,6.006493568420410156e-01,5.917330980300903320e-01,-3.473405361175537109e+00,-2.802789449691772461e+00,3.680363879539072514e-04,-6.939259765204042196e-05
6.002235412597656250e-02,5.893362760543823242e-01,5.825292468070983887e-01,-3.639958381652832031e+00,-3.081692934036254883e+00,3.680363879539072514e-04,-6.939259765204042196e-05
6.202268600463867188e-02,5.773041248321533203e-01,5.733253359794616699e-01,-3.856638431549072266e+00,-3.046856164932250977e+00,-9.743832924868911505e-05,5.372285522753372788e-05
6.402301788330078125e-02,5.773041248321533203e-01,5.733253359794616699e-01,-3.856638431549072266e+00,-3.046856164932250977e+00,-9.743832924868911505e-05,5.372285522753372788e-05
6.602334976196289062e-02,5.649843215942382812e-01,5.629709362983703613e-01,-4.008398532867431641e+00,-3.205212354660034180e+00,2.748749975580722094e-04,1.740826701279729605e-04
6.802344322204589844e-02,5.525206923484802246e-01,5.514661073684692383e-01,-4.084497451782226562e+00,-3.703647613525390625e+00,-1.828783715609461069e-04,2.285838854731991887e-04
7.002377510070800781e-02,5.525206923484802246e-01,5.514661073684692383e-01,-4.084497451782226562e+00,-3.703647613525390625e+00,-1.828783715609461069e-04,2.285838854731991887e-04
7.202458381652832031e-02,5.392422080039978027e-01,5.391942858695983887e-01,-4.267115116119384766e+00,-3.975499153137207031e+00,2.865778224077075720e-04,-1.627336860110517591e-05
7.402467727661132812e-02,5.260115861892700195e-01,5.273059010505676270e-01,-4.330622673034667969e+00,-4.045285224914550781e+00,6.929072696948423982e-05,1.820365723688155413e-04
7.602477073669433594e-02,5.260115861892700195e-01,5.273059010505676270e-01,-4.330622673034667969e+00,-4.045285224914550781e+00,6.929072696948423982e-05,1.820365723688155413e-04
7.802510261535644531e-02,5.118702054023742676e-01,5.135000944137573242e-01,-4.511991977691650391e+00,-4.549206733703613281e+00,1.081689406419172883e-04,5.980186397209763527e-04
8.002519607543945312e-02,4.969618618488311768e-01,5.008447170257568359e-01,-4.654461383819580078e+00,-4.196914672851562500e+00,-1.861818745965138078e-04,2.477395755704492331e-04
8.202552795410156250e-02,4.969618618488311768e-01,5.008447170257568359e-01,-4.654461383819580078e+00,-4.196914672851562500e+00,-1.861818745965138078e-04,2.477395755704492331e-04
8.402585983276367188e-02,4.824849069118499756e-01,4.866554141044616699e-01,-4.776783466339111328e+00,-4.574158191680908203e+00,2.825573610607534647e-04,3.195027238689363003e-04
