time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,tau_meas1,tau_meas2
0.000000000000000000e+00,1.728460788726806641e+00,-1.572713851928710938e+00,3.767455695196986198e-03,2.268664687871932983e-01,9.146957099437713623e-02,-1.508129062131047249e-04
5.000591278076171875e-03,1.728556752204895020e+00,-1.572713851928710938e+00,1.619375124573707581e-02,2.389372140169143677e-01,-8.058089297264814377e-04,-4.685417807195335627e-04
1.000070571899414062e-02,1.725249052047729492e+00,-1.570796370506286621e+00,-4.938153028488159180e-01,4.725520312786102295e-01,-1.172432312159799039e-04,-1.331197912804782391e-03
1.500082015991210938e-02,1.715326070785522461e+00,-1.560825467109680176e+00,-1.493953347206115723e+00,1.902656912803649902e+00,5.455940263345837593e-04,-6.192499859025701880e-05
2.000188827514648438e-02,1.708375334739685059e+00,-1.555456519126892090e+00,-2.377298116683959961e+00,1.780707478523254395e+00,6.399742560461163521e-04,-1.667870674282312393e-04
2.500224113464355469e-02,1.690351009368896484e+00,-1.540116786956787109e+00,-2.860889434814453125e+00,3.224330186843872070e+00,6.341544212773442268e-04,-7.871711277402937412e-04
3.000259399414062500e-02,1.665999054908752441e+00,-1.521708965301513672e+00,-3.851624250411987305e+00,3.290739297866821289e+00,1.024812299874611199e-04,-1.745557528920471668e-04
3.500270843505859375e-02,1.647974729537963867e+00,-1.507903099060058594e+00,-4.415805816650390625e+00,3.401490449905395508e+00,-1.167883398011326790e-03,-5.102591821923851967e-04
4.000353813171386719e-02,1.611590623855590820e+00,-1.477223515510559082e+00,-5.605407714843750000e+00,4.803194522857666016e+00,-4.408171516843140125e-04,-1.215255935676395893e-03
4.500365257263183594e-02,1.592224121093750000e+00,-1.459966301918029785e+00,-6.078373432159423828e+00,5.618238925933837891e+00,-7.209750765468925238e-05,-9.113546111620962620e-04
5.000472068786621094e-02,1.548553705215454102e+00,-1.420849800109863281e+00,-7.072808265686035156e+00,6.816640853881835938e+00,-1.232285721926018596e-04,-2.018152968958020210e-03
5.500531196594238281e-02,1.498315811157226562e+00,-1.375980854034423828e+00,-8.143646240234375000e+00,7.694729804992675781e+00,1.991940225707367063e-04,-9.003370651043951511e-04
6.000590324401855469e-02,1.472909212112426758e+00,-1.350286602973937988e+00,-9.075502395629882812e+00,8.786996841430664062e+00,9.712987230159342289e-05,-6.107593653723597527e-04
