time,pos1,pos2,vel1,vel2,acc1,acc2
0.0,-1.1999999991571997,-0.5316975349931204,0.015975175330251723,0.09075351318937885,0.7920196488375719,10.962058811944674
0.002,-1.1999680488065392,-0.5315160279667417,0.017559214627926867,0.1126776308132682,1.639372797304639,4.765767551748179
0.004,-1.199929762298688,-0.5312468244698674,0.02253266651947028,0.10981658339637157,3.0682593110398226,-14.103396721497353
0.006,-1.1998779181404613,-0.5310767616331562,0.029832251872086157,0.056264043927278795,3.278085909871886,-25.809409478244614
0.008,-1.1998104332911996,-0.5310217682941583,0.035645010158957824,0.006578945483393106,1.9350469200457576,-22.195377636487212
0.01,-1.1997353380998255,-0.5310504458512226,0.03757243955226919,-0.032517466618670055,1.9925972717244056,3.2468020960962907
0.012,-1.1996601435329906,-0.5311518381606329,0.043615399245855446,0.01956615386777827,4.294564311307925,60.291428697192835
0.014,-1.199560876502842,-0.5309721812357515,0.054750696797500886,0.2086482481701013,3.6134364081313874,79.55729700590692
0.016,-1.1994411407458005,-0.5303172451679525,0.058069144878380996,0.3377953418914059,3.128691542342299,27.415955411586033
0.018000000000000002,-1.1993285999233285,-0.5296209998681859,0.06726546296687008,0.31831206981644544,6.751303734287006,-10.111218576622226
0.02,-1.199172078893933,-0.5290439968886868,0.08507435981552902,0.297350467584917,6.562366628881655,8.704245853169423
0.022,-1.1989883024840664,-0.5284315979978462,0.0935149294823967,0.35312905322912314,4.154873495823552,27.864655520203062
0.024,-1.1987980191760035,-0.5276314806757703,0.10169385379882323,0.40880908966572926,4.291056706171026,10.489015571886473
0.026000000000000002,-1.198581527068871,-0.5267963616391833,0.1106791563070808,0.395085115516669,3.759977719244856,-4.481330543829043
0.028,-1.1983553025507752,-0.5260511402137036,0.11673376467580265,0.3908837674904131,3.948622506924626,-6.432897130689841
0.03,-1.198114592010168,-0.5252328265692217,0.1264736463347793,0.36935352699390966,3.962606896862342,-19.500754285410594
0.032,-1.197849407965436,-0.5245737261057279,0.13258419226325202,0.3128807503487707,2.885099361776833,-30.148088252308913
0.034,-1.197584255241115,-0.5239813035678266,0.13801404378188664,0.248761173984674,4.677451578657954,-25.635362800285886
0.036000000000000004,-1.1972973517903085,-0.5235786814097892,0.15129399857788384,0.21033929914762717,7.16917032458908,-8.233986306449559
0.038,-1.1969790792468034,-0.5231399463712361,0.16669072508024296,0.21582522875887578,6.406770955799668,-12.410534066330248
0.04,-1.1966305888899875,-0.5227153804947537,0.1769210824010825,0.16069716288230618,4.7837741359579855,7.424968788145858
0.042,-1.196271394917199,-0.5224971577197068,0.1858258216240749,0.2455251039114592,3.452841770432147,66.8847143095938
0.044,-1.1958872856034912,-0.5217332800791079,0.1907324494828111,0.4282360201206814,1.6550232621315164,62.18314099090683
0.046,-1.1955084651192678,-0.5207842136392241,0.19244591467260097,0.4942576678750865,2.391679273197611,-0.31148117403401177
0.048,-1.1951175019448008,-0.5197562494076076,0.20029916657560154,0.42699009542454536,3.0304191931118662,-39.02436795012037
0.05,-1.1947072684529654,-0.5190762532575259,0.20456759144504844,0.338160196074605,1.7308212525851685,-26.24428989382588
0.052000000000000005,-1.1942992315790206,-0.5184036086233091,0.2072224515859422,0.32201293584924184,3.6015515463005965,-13.845899957870555
0.054,-1.1938783786466216,-0.517788201514129,0.21897379763025082,0.2827765962431228,7.858905904142843,-21.94801000688501
0.056,-1.1934233363884996,-0.5172725022383367,0.2386580752025136,0.2342208958217018,9.100483919485812,4.267164289473158
0.058,-1.1929237463458116,-0.5168513179308422,0.2553757333081941,0.2998452534010154,6.996946019591221,31.621100683658366
0.06,-1.1924018334552668,-0.5160731212247326,0.26664585928087847,0.36070529855633526,4.322861868688577,10.087739072142664
0.062,-1.191857162908688,-0.5154084967366168,0.2726671807829484,0.3401962096895861,1.4841293144302048,8.66667113953029
0.064,-1.191311164732135,-0.5147123363859742,0.2725823765385993,0.3953719831144564,-0.38001659281861055,27.269908171048684
0.066,-1.1907668334025336,-0.513827008804159,0.27114711441167394,0.4492758423737808,0.5850768355908365,8.634274432144096
0.068,-1.1902265762744884,-0.5129152330164791,0.27492268388096264,0.4299090808430328,3.4877984130127215,8.377508706344793
0.07,-1.1896671426670098,-0.5121073724807869,0.2850983080637248,0.48278587719916,4.175885874327379,23.48301194711466
0.07200000000000001,-1.1890861830422335,-0.5109840895076825,0.29162622737827215,0.5238411286314915,1.7790662521222078,-27.14958535592754
0.074,-1.1885006377574967,-0.5100120079662609,0.29221457307221366,0.37418753577544983,0.972879179855779,-64.94545146561865
0.076,-1.1879173247499446,-0.5094873393645807,0.29551774409769527,0.2640593227690169,2.7897701009027553,-24.146740987981975
0.078,-1.187318566781106,-0.5089557706751848,0.3033736534758247,0.27760057182352194,3.623595181870276,11.787165683202483
0.08,-1.1867038301360413,-0.5083769370772866,0.31001212482517637,0.3112079855018268,4.016826122721362,22.363094675181827
0.082,-1.1860785182818052,-0.5077109387331775,0.3194409579667101,0.36705295052424924,4.723739765941093,-14.671503568271238
0.084,-1.1854260663041745,-0.5069087252751896,0.32890708388894074,0.25252197122874187,3.721390489291876,-44.85353436664563
0.08600000000000001,-1.1847628899462495,-0.5067008508482626,0.33432651992387763,0.18763881305766672,1.9440320061514527,11.273554763151228
0.088,-1.184088760224479,-0.5061581700229589,0.33668321191354655,0.2976161902813468,1.3229108534601464,47.81353960296719
0.09,-1.1834161570985953,-0.5055103860871372,0.3396181633377182,0.3788929714695355,3.2850998880340487,29.54206816944971
0.092,-1.182730287571128,-0.5046425981370808,0.34982361146568275,0.4157844629591456,5.026774684446789,20.09304339641027
0.094,-1.1820168626527325,-0.5038472482353006,0.35972526207550537,0.45926514505517657,3.9827871646525015,26.78998968076024
0.096,-1.181291386522826,-0.5028055375568601,0.36575476012429275,0.5229444216821866,3.278939336701092,2.656487739560731
0.098,-1.1805538436122354,-0.5017554705485718,0.37284101942230974,0.4698910960134195,3.6820169717344253,-5.661595086702692
0.1,-1.1798000224451368,-0.5009259731728064,0.38048282801123046,0.5002980413353758,3.8770129384413377,23.7007832365084
