time,pos1,pos2,vel1,vel2,acc1,acc2
0.0,0.0,1.299038105676658,2.5132741228718345,0.7068583470577036,-0.0,-1.153889298447221
0.002,0.005026542954007453,1.3004495137556904,2.5132661852691824,0.7045493140735869,-0.007937598473781865,-1.1551430019921909
0.004,0.010053054157637725,1.301856301264083,2.513242372511365,0.7022377777859274,-0.015875146809377752,-1.1563926012487715
0.006,0.015079501860714183,1.30325846320344,2.513202684748796,0.6999237464077445,-0.023812594868918378,-1.1576380917770661
0.008,0.020105854313461305,1.3046559945918015,2.513147122232165,0.6976072281609217,-0.03174989251516786,-1.1588794691517772
0.01,0.025132079766705215,1.3060488904636585,2.513075685312435,0.6952882312761802,-0.03968698961184041,-1.1601167289622196
0.012,0.030158146472074238,1.3074371458699736,2.5129883744408406,0.6929667639930468,-0.04762383602391702,-1.16134986681234
0.014,0.035184022682199445,1.308820755878197,2.5128851901688845,0.6906428345598258,-0.055560381617962146,-1.1625788783207298
0.016,0.040209676650915155,1.310199715572284,2.512766133148335,0.6883164512335699,-0.06349657626244035,-1.1638037591206414
0.018000000000000002,0.04523507663345951,1.311574020052713,2.5126312041312207,0.6859876222800506,-0.07143236982803301,-1.1650245048600045
0.02,0.05026019088667496,1.312943664436502,2.5124804039698265,0.6836563559737289,-0.07936771218795494,-1.1662411112014401
0.022,0.05528498766920875,1.3143086438572278,2.5123137336166885,0.6813226605977257,-0.08730255321827096,-1.167453573822277
0.024,0.060309435241713505,1.3156689534650412,2.512131194124587,0.6789865444437923,-0.09523684279821268,-1.1686618884145679
0.026000000000000002,0.06533350186704759,1.3170245884266847,2.511932786646541,0.676648015812282,-0.10317053081049482,-1.1698660506851015
0.028,0.07035715581047565,1.318375543925511,2.5117185124357992,0.6743070830121192,-0.11110356714163203,-1.1710660563554218
0.03,0.07538036533986908,1.3197218151614987,2.511488372845835,0.67196375436077,-0.1190359016822553,-1.1722619011618405
0.032,0.0804030987259064,1.3210633973512702,2.511242369330334,0.6696180381842141,-0.12696748432742846,-1.173453580855454
0.034,0.08542532424227377,1.322400285728108,2.5109805034431893,0.6672699428169132,-0.1348982649769649,-1.1746410912021563
0.036000000000000004,0.09044701016586523,1.3237324755419724,2.510702776838487,0.6649194766017833,-0.14282819353574358,-1.1758244279826564
0.038,0.09546812477698328,1.3250599620595174,2.5104091912705,0.6625666478901635,-0.15075721991402594,-1.177003586992492
0.04,0.10048863635953911,1.3263827405641084,2.510099748593674,0.660211465041787,-0.15868529402777204,-1.178178564042044
0.042,0.10550851320125294,1.3277008063558386,2.509774450762617,0.6578539364247521,-0.16661236579895689,-1.1793493549565526
0.044,0.11052772359385436,1.3290141547515457,2.509433299832088,0.655494070415491,-0.17453838515588688,-1.1805159555761318
0.046,0.11554623583328268,1.3303227810848288,2.5090762979569803,0.6531318753987412,-0.18246330203351607,-1.1816783617557833
0.048,0.12056401821988703,1.3316266807060642,2.508703447392312,0.650767359767515,-0.19038706637376232,-1.1828365693654126
0.05,0.12558103905862675,1.3329258489824232,2.5083147504932106,0.6484005319230701,-0.19830962812582353,-1.1839905742898422
0.052000000000000005,0.13059726665927152,1.334220281297887,2.5079102097148964,0.6460314002748797,-0.20623093724649386,-1.1851403724288276
0.054,0.13561266933660152,1.3355099730532651,2.5074898276126696,0.6436599732406023,-0.21415094370047968,-1.186285959697071
0.056,0.1406272154106076,1.3367949196662092,2.507053606841891,0.6412862592460522,-0.22206959746071583,-1.1874273320242361
0.058,0.14564087320669142,1.3380751165712315,2.5066015501579684,0.6389102667251698,-0.2299868485086814,-1.1885644853549624
0.06,0.15065361105586544,1.3393505592197203,2.506133660416338,0.6365320041199907,-0.23790264683471582,-1.1896974156488798
0.062,0.15566539729495305,1.3406212430799551,2.505649940572445,0.6341514798806162,-0.2458169424383347,-1.190826118880623
0.064,0.16067620026678844,1.341887163637125,2.5051503936817268,0.6317687024651836,-0.2537296853285456,-1.1919505910398456
0.066,0.16568598832041678,1.3431483163933424,2.5046350228995937,0.6293836803398358,-0.26164082552416407,-1.1930708281312346
0.068,0.1706947298112939,1.3444046968676604,2.5041038314814075,0.6269964219786911,-0.2695503130541288,-1.1941868261745237
0.07,0.17570239310148636,1.345656300596088,2.503556822782462,0.6246069358638133,-0.27745809795781795,-1.1952985812045096
0.07200000000000001,0.1807089465598712,1.3469031231316064,2.5029940002579605,0.6222152304851821,-0.28536413028536417,-1.1964060892710633
0.074,0.18571435856233565,1.3481451600441847,2.502415367462997,0.6198213143406618,-0.29326836009797036,-1.197509346439146
0.076,0.19071859749197725,1.3493824069207954,2.5018209280525303,0.6174251959359716,-0.30117073746822537,-1.1986083487888228
0.078,0.19572163173930307,1.3506148593654306,2.501210685781363,0.6150268837846558,-0.3090712124804186,-1.1997030924152763
0.08,0.2007234297024298,1.351842512999117,2.500584644504117,0.6126263864080529,-0.3169697352308562,-1.2007935734288202
0.082,0.20572395978728292,1.353065363459932,2.499942808175209,0.6102237123352658,-0.3248662558281756,-1.2018797879549141
0.084,0.21072319040779675,1.3542834064030183,2.4992851808488257,0.6078188701031315,-0.33276072439366106,-1.2029617321341763
0.08600000000000001,0.21572108998611364,1.355496637500601,2.4986117666788994,0.6054118682561899,-0.3406530910615585,-1.2040394021223981
0.088,0.2207176269527835,1.356705052442001,2.49792256991908,0.6030027153466554,-0.34854330597939054,-1.2051127940905566
0.09,0.22571276974696336,1.3579086469336523,2.497217594922708,0.600591419934384,-0.3564313193082717,-1.20618190422483
0.092,0.23070648681661646,1.3591074166991148,2.4964968461427897,0.5981779905868448,-0.36431708122322265,-1.2072467287266093
0.094,0.2356987466187117,1.3603013574790925,2.4957603281319654,0.5957624358790886,-0.3722005419134852,-1.2083072638125132
0.096,0.24068951761942298,1.361490465031446,2.4950080455424835,0.5933447643937179,-0.380081651582837,-1.2093635057144
0.098,0.2456787682943282,1.362674735131209,2.494240003126169,0.5909249847208561,-0.3879603604499062,-1.2104154506793827
