time,pos1,pos2,vel1,vel2,acc1,acc2,tau1,tau2
0.20013403892517087,-0.0001467280277362785,0.00025706437492828996,-0.00034080678370482166,0.03902838311304985,0.20400825951293639,-0.22969933831833786,5.600120581784262e-05,-1.675734880868817e-05
0.2021341323852539,-0.0001475940658187723,0.0002571918819072177,0.00015836437276492494,0.03846555327073394,0.20878117509007926,-0.21291232038097369,6.831938691556169e-05,-4.70263206743223e-07
0.204134464263916,-0.0001489766120358204,0.00025968072726435186,0.000661380989229475,0.03798226794109488,0.21323693302205665,-0.19519577777634256,8.087200231419473e-05,1.5302723728312133e-05
0.20613455772399905,-0.00015072243369687382,0.0002643911745580146,0.0011673499132405802,0.03758005460329008,0.21736697964665336,-0.1766476260588055,9.34674170246802e-05,3.034142918568774e-05
0.20813465118408203,-0.00015265817364120798,0.0002710536051318474,0.001675401015651681,0.0372600514489081,0.2211635643894063,-0.15736738143486045,0.00010590789454104736,4.447012487556723e-05
0.21013474464416504,-0.00015460103679909847,0.00027928444668045394,0.002184684131600049,0.0370229839199734,0.22461973598309734,-0.1374558164294378,0.00011799406216535528,5.756005959424119e-05
0.21213483810424805,-0.000156369424530261,0.0002886118859726452,0.002694368321134173,0.03686915118831201,0.22772933646483795,-0.11701461529977994,0.00012952953994862785,6.953017973823509e-05
0.21413493156433103,-0.00015779352134177703,0.00029850936674842164,0.003203643006605602,0.03679842204513505,0.23048699313274068,-0.09614603054829264,0.000140325299367026,8.034656665247854e-05
0.2161350250244141,-0.0001587261234931749,0.0003084329829288426,0.0037117198543777383,0.03681023659642972,0.23288810864924706,-0.07495254186256489,0.00015020416672516782,9.001978019341147e-05
0.21813511848449707,-0.00015905349525881116,0.00031785989578044313,0.0042178346236497076,0.03690361304760885,0.2349288494821924,-0.05353651878075092,0.00015900573625831407,9.859864338895714e-05
0.22013521194458008,-0.00015870515650609967,0.000326327463811372,0.004721249206878926,0.037077164423837815,0.2366061328776414,-0.03199988834364354,0.00016659130924610865,0.00010615999680914233
0.22213530540466309,-0.0001576610994549306,0.00033347304820852136,0.005221254665431487,0.03732912973079433,0.23791761256046365,-0.010443808951267534,0.00017284816753153766,0.00011279552305781773
0.2241353988647461,-0.0001559553452447699,0.0003390713513138654,0.00571717577259682,0.037657416469953374,0.23886166335952685,0.011031648407869212,0.0001776928437919313,0.00011859768614878832
0.22613549232482913,-0.00015367540192261103,0.0003430630337361268,0.006208376984582774,0.03805964498631649,0.23943736495422585,0.03232781044189899,0.0001810739237073673,0.0001236464291748309
0.22813558578491208,-0.0001509575058376787,0.0003455685193916676,0.00669426952421991,0.03853318586216104,0.23964448493775833,0.05334770230180932,0.0001829752345641687,0.0001279969774958496
0.23013567924499512,-0.00014797765565954416,0.00034688379227151215,0.007174319301006914,0.03907518622955935,0.23948346138999135,0.0739963377985773,0.00018341929671329945,0.00013166847895891874
0.23213577270507812,-0.00014493873622251394,0.00034745852039569993,0.007648055275749921,0.03968258468424423,0.23895538514878253,0.0941809981665519,0.0001824701107628248,0.00013463386407715054
0.23413586616516113,-0.00014205452440012913,0.0003478597379496599,0.008115077529308908,0.04035211710064987,0.23806198196304926,0.1138114985154834,0.00018023492377826868,0.00013681226164702785
0.23613595962524417,-0.0001395319350947451,0.0003487254849074994,0.008575063909025873,0.04108031683093806,0.23680559470351886,0.13280044118171053,0.00017686492167418578,0.0001380657121411912
0.23813605308532712,-0.0001375532519537603,0.00035071197331775725,0.009027773939961714,0.04186351111111393,0.23518916579775312,0.15106345525793297,0.0001725534912747552,0.00013820167738583307
0.24013614654541016,-0.00013625993021978533,0.0003544369362722582,0.009473049007594067,0.04269781359920782,0.23321622004455936,0.168519421650729,0.00016752971101624984,0.00013698208499065678
0.24213624000549316,-0.00013573889225597532,0.00036042246075517864,0.00991080865794289,0.04357911422985956,0.23089084794917716,0.18509068308572105,0.00016204623515770697,0.00013413860191062552
0.24413633346557617,-0.00013601161757719846,0.00036904135121983785,0.01034104366215718,0.044503069257923356,0.22821768970466155,0.20070323855240865,0.00015636343168363054,0.00012939287846333453
0.24613666534423828,-0.00013702612259141418,0.0003804709138377996,0.010763806683670288,0.045465094605714955,0.22520191992683003,0.21528692175477512,0.0001507327864341269,0.00012247990936261943
0.2481374740600586,-0.00013865207295877632,0.00039465872197810674,0.01117920089160604,0.046460367964998674,0.22184923323061578,0.22877556321136996,0.00014538197709846636,0.00011317218080738722
0.25014448165893555,-0.00014067973837261885,0.0004113060548971507,0.011587366058652576,0.04748384815137748,0.21816583071579182,0.24110713573220866,0.00014050328696518666,0.00010130181559100546
0.25214457511901855,-0.0001428241706629874,0.00042987346596521254,0.011988461365914188,0.048530317227097025,0.21415840740936398,0.25222388308766025,0.00013624670961103396,8.67783289444268e-05
0.25414466857910156,-0.0001447361312279104,0.0004496092395974345,0.012382645126456666,0.04959444181274424,0.209834140687154,0.26207243176679546,0.00013271846989130004,6.960080177835365e-05
0.25614476203918457,-0.00014602004602054275,0.0004695977944212046,0.012770053511217974,0.05067084249763083,0.20520067966732788,0.27060388579535216,0.00012998452915926077,4.9863680445053804e-05
